"Dataset","Line","SampleName","Type","petn_snr_flag","petn_qual76_snr_flag","petn_qual76_detected","rdx_snr_flag","rdx_qual46_snr_flag","rdx_qual75_snr_flag","rdx_qual46_detected","rdx_qual75_detected","rdx_both_detected","rdx_either_detected"
"Steel 3",2,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 3",3,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",4,"0.2ng RDX PETN           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",5,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",6,"0.2ng RDX PETN           ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",7,"2ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",8,"4ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",9,"6ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",10,"8ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",11,"10ng RDX PETN            ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",12,"EtOH Blank               ","Blank","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",13,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",14,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",15,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",16,"EtOH Blank               ","Blank","Quantifiable","Quantifiable",TRUE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",17,"Lab20 P1 S NC            ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",18,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",19,"Lab20 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",20,"EtOH Blank               ","Blank","Below_LOQ",NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",21,"Lab20 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",22,"EtOH Blank               ","Blank",NA,"Quantifiable",TRUE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",23,"Lab20 P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",24,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",25,"Lab20 P1 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",26,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",27,"Lab20 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",28,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",29,"Lab20 P1 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",30,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",31,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",32,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",33,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",34,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",35,"Lab20 P2 S NC            ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",36,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",37,"Lab20 P2 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",38,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",39,"Lab20 P2 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",40,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",41,"Lab20 P2 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",42,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",43,"Lab20 P2 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",44,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",45,"Lab20 P2 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",46,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",47,"Lab20 P2 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",48,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",49,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",50,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",51,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",52,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",53,"Lab21 P1 S NC            ","Sample",NA,"Below_LOQ",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",54,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",55,"Lab21 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",56,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",57,"Lab21 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",58,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",59,"Lab21 P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",60,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",61,"Lab21 P1 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",62,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",63,"Lab21 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",64,"EtOH Blank               ","Blank",NA,"Below_LOQ",TRUE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",65,"Lab21 P1 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",66,"EtOH Blank               ","Blank",NA,"Below_LOQ",TRUE,NA,"Below_LOQ","Below_LOQ",TRUE,TRUE,TRUE,TRUE
"Steel 3",67,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Below_LOQ",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",68,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",69,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",70,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",71,"Lab38 P1 S NC            ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",72,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",73,"Lab38 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",74,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",75,"Lab38 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",76,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",77,"Lab38 P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",78,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",79,"Lab38 P1 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",80,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 3",81,"Lab38 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",82,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 3",83,"Lab38 P1 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",84,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",85,"0.2ng RDX PETN QC        ","QC",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",86,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 3",87,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 3",88,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",1,"EtOH Blank               ","Blank",NA,NA,FALSE,"Below_LOQ",NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",2,"EtOH Blank               ","Blank",NA,NA,FALSE,"Quantifiable","Quantifiable",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",3,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",4,"0.2ng RDX PETN           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",5,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",6,"0.2ng RDX PETN           ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",7,"2ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",8,"4ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",9,"6ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",10,"8ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",11,"10ng RDX PETN            ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",12,"EtOH Blank               ","Blank","Quantifiable","Quantifiable",TRUE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",13,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",14,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",15,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",16,"EtOH Blank               ","Blank","Below_LOQ","Quantifiable",TRUE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",17,"Lab3 P1 S NC             ","Sample",NA,NA,FALSE,"Below_LOQ","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",18,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",19,"Lab3 P1 S1               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",20,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",21,"Lab3 P1 S2               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",22,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",23,"Lab3 P1 S3               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",24,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",25,"Lab3 P1 S4               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",26,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",27,"Lab3 P1 S5               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",28,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",29,"Lab3 P1 S6               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",30,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",31,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",32,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",33,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",34,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 4",35,"Lab3 P2 S NC             ","Sample",NA,NA,FALSE,"Below_LOQ","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",36,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",37,"Lab3 P2 S1               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",38,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",39,"Lab3 P2 S2               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",40,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",41,"Lab3 P2 S3               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",42,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",43,"Lab3 P2 S4               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",44,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",45,"Lab3 P2 S5               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",46,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",47,"Lab3 P2 S6               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",48,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",49,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",50,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",51,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",52,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",53,"Lab18 P1 S NC            ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",54,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",55,"Lab18 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",56,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",57,"Lab18 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",58,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",59,"Lab18 P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",60,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",61,"Lab18 P1 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",62,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",63,"Lab18 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",64,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",65,"Lab18 P1 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",66,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",67,"0.2ng RDX PETN QC        ","QC",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",68,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",69,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",70,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",71,"Lab38 P2 S NC            ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",72,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",73,"Lab38 P2 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",74,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",75,"Lab38 P2 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",76,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",77,"Lab38 P2 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",78,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",79,"Lab38 P2 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",80,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 4",81,"Lab38 P2 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",82,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",83,"Lab38 P2 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",84,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",85,"0.2ng RDX PETN QC        ","QC",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",86,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 4",87,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 4",88,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
