"Dataset","Line","SampleName","Type","petn_snr_flag","petn_qual76_snr_flag","petn_qual76_detected","rdx_snr_flag","rdx_qual46_snr_flag","rdx_qual75_snr_flag","rdx_qual46_detected","rdx_qual75_detected","rdx_both_detected","rdx_either_detected"
"Lab33",3,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",4,"0.2ng RDX PETN           ","ResponseCheck","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",5,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Lab33",6,"0.2ng RDX PETN           ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",7,"2ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",8,"4ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",9,"6ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",10,"8ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",11,"10ng RDX PETN            ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",12,"EtOH Blank               ","Blank","Quantifiable","Below_LOQ",TRUE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Lab33",13,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",14,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Lab33",15,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",16,"EtOH Blank               ","Blank","Below_LOQ",NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Lab33",17,"Lab33 P1 S NC            ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",18,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",19,"Lab33 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",20,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",21,"Lab33 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",22,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",23,"Lab33 P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",24,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",25,"Lab33 P1 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",26,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",27,"Lab33 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",28,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",29,"Lab33 P1 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",30,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",31,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",32,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",33,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",34,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Quantifiable",FALSE,TRUE,FALSE,TRUE
"Lab33",35,"Lab33 P1 ABS-S NC        ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",36,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",37,"Lab33 P1 ABS-S1          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",38,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",39,"Lab33 P1 ABS-S2          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",40,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",41,"Lab33 P1 ABS-S3          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",42,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",43,"Lab33 P1 ABS-S4          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",44,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",45,"Lab33 P1 ABS-S5          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",46,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",47,"Lab33 P1 ABS-S6          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",48,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",49,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",50,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",51,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",52,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Lab33",53,"Lab33 P2 S NC            ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",54,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",55,"Lab33 P2 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",56,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",57,"Lab33 P2 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",58,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",59,"Lab33 P2 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",60,"EtOH Blank               ","Blank","Below_LOQ",NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",61,"Lab33 P2 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",62,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",63,"Lab33 P2 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",64,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",65,"Lab33 P2 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",66,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",67,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",68,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",69,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",70,"EtOH Blank               ","Blank","Below_LOQ",NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",71,"Lab33 P2 ABS-S NC        ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",72,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",73,"Lab33 P2 ABS-S1          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",74,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",75,"Lab33 P2 ABS-S2          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",76,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",77,"Lab33 P2 ABS-S3          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",78,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",79,"Lab33 P2 ABS-S4          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",80,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab33",81,"Lab33 P2 ABS-S5          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",82,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",83,"Lab33 P2 ABS-S6          ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",84,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",85,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",86,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab33",87,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab33",88,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab9",1,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Quantifiable",NA,TRUE,FALSE,FALSE,TRUE
"Lab9",2,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Quantifiable",FALSE,TRUE,FALSE,TRUE
"Lab9",3,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Lab9",4,"20260728 Neg Ctrl        ","Sample",NA,NA,FALSE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",5,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Lab9",6,"0.2ng RDX PETN           ","ResponseCheck","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",7,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Lab9",8,"0.2ng RDX PETN           ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",9,"2ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",10,"4ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",11,"6ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",12,"8ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",13,"10ng RDX PETN            ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",14,"EtOH Blank               ","Blank","Quantifiable","Quantifiable",TRUE,"Quantifiable","Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",15,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",16,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",17,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",18,"EtOH Blank               ","Blank","Below_LOQ","Quantifiable",TRUE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",19,"Lab9 P1 ABS-S NC         ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",20,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",21,"Lab9 P1 ABS-S1           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",22,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",23,"Lab9 P1 ABS-S2           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",24,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",25,"Lab9 P1 ABS-S3           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",26,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab9",27,"Lab9 P1 ABS-S4           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",28,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",29,"Lab9 P1 ABS-S5           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",30,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",31,"Lab9 P1 ABS-S6           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",32,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Lab9",33,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",34,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",35,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",36,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Lab9",37,"Lab9 P2 ABS-S NC         ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",38,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",39,"Lab9 P2 ABS-S1           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",40,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",41,"Lab9 P2 ABS-S2           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",42,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Lab9",43,"Lab9 P2 ABS-S3           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",44,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab9",45,"Lab9 P2 ABS-S4           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",46,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",47,"Lab9 P2 ABS-S5           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",48,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Lab9",49,"Lab9 P2 ABS-S6           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",50,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab9",51,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",52,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",53,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",54,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Lab9",55,"Lab9 P1 S NC             ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",56,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",57,"Lab9 P1 S1               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",58,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",59,"Lab9 P1 S2               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",60,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab9",61,"Lab9 P1 S3               ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",62,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",63,"Lab9 P1 S4               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",64,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",65,"Lab9 P1 S5               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",66,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",67,"Lab9 P1 S6               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",68,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",69,"0.2ng RDX PETN QC        ","QC",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",70,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Lab9",71,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",72,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ","Below_LOQ",TRUE,TRUE,TRUE,TRUE
"Lab9",73,"Lab9 P2 S NC             ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",74,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",75,"Lab9 P2 S1               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",76,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",77,"Lab9 P2 S2               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",78,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Lab9",79,"Lab9 P2 S3               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",80,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",81,"Lab9 P2 S4               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",82,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",83,"Lab9 P2 S5               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",84,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Lab9",85,"Lab9 P2 S6               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",86,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",87,"0.2ng RDX PETN QC        ","QC",NA,"Below_LOQ",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",88,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Lab9",89,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Lab9",90,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel-1",1,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
