"Year","Explosive_List","Count","YearTotal","Percentage","graphorder"
2016,"Ammonium Nitrate (AN)",35,2740,2.41379310344828,2001
2017,"Ammonium Nitrate (AN)",44,2866,2.99727520435967,2001
2018,"Ammonium Nitrate (AN)",40,2908,2.85714285714286,2001
2019,"Ammonium Nitrate (AN)",38,3201,2.8023598820059,2001
2020,"Ammonium Nitrate (AN)",44,3139,2.96695886716116,2001
2021,"Ammonium Nitrate (AN)",56,3047,4.3579766536965,2001
2022,"Ammonium Nitrate (AN)",51,3178,3.55896720167481,2001
2001,"Cyclotetramethylene-Tetranitramine (HMX)",34,1082,7.92540792540793,2001
2002,"Cyclotetramethylene-Tetranitramine (HMX)",42,1121,9.63302752293578,2001
2003,"Cyclotetramethylene-Tetranitramine (HMX)",50,1307,10.1626016260163,2001
2004,"Cyclotetramethylene-Tetranitramine (HMX)",64,1613,12.0075046904315,2001
2005,"Cyclotetramethylene-Tetranitramine (HMX)",64,1771,9.96884735202492,2001
2006,"Cyclotetramethylene-Tetranitramine (HMX)",88,1995,11.9079837618403,2001
2007,"Cyclotetramethylene-Tetranitramine (HMX)",72,1896,9.90371389270977,2001
2008,"Cyclotetramethylene-Tetranitramine (HMX)",74,2270,9.31989924433249,2001
2009,"Cyclotetramethylene-Tetranitramine (HMX)",85,2299,8.99470899470899,2001
2010,"Cyclotetramethylene-Tetranitramine (HMX)",90,2528,8.80626223091977,2001
2011,"Cyclotetramethylene-Tetranitramine (HMX)",75,2608,7.25338491295938,2001
2012,"Cyclotetramethylene-Tetranitramine (HMX)",128,2476,10.1506740681998,2001
2013,"Cyclotetramethylene-Tetranitramine (HMX)",111,2510,9.66898954703833,2001
2014,"Cyclotetramethylene-Tetranitramine (HMX)",111,2605,8.47975553857907,2001
2015,"Cyclotetramethylene-Tetranitramine (HMX)",101,2455,8.04140127388535,2001
2016,"Cyclotetramethylene-Tetranitramine (HMX)",130,2740,8.96551724137931,2001
2017,"Cyclotetramethylene-Tetranitramine (HMX)",172,2866,11.716621253406,2001
2018,"Cyclotetramethylene-Tetranitramine (HMX)",150,2908,10.7142857142857,2001
2019,"Cyclotetramethylene-Tetranitramine (HMX)",132,3201,9.73451327433628,2001
2020,"Cyclotetramethylene-Tetranitramine (HMX)",160,3139,10.7889413351315,2001
2021,"Cyclotetramethylene-Tetranitramine (HMX)",123,3047,9.57198443579767,2001
2022,"Cyclotetramethylene-Tetranitramine (HMX)",143,3178,9.97906489881368,2001
2001,"Cyclotrimethylene-Trinitramine (RDX)",59,1082,13.7529137529138,2001
2002,"Cyclotrimethylene-Trinitramine (RDX)",69,1121,15.8256880733945,2001
2003,"Cyclotrimethylene-Trinitramine (RDX)",63,1307,12.8048780487805,2001
2004,"Cyclotrimethylene-Trinitramine (RDX)",91,1613,17.0731707317073,2001
2005,"Cyclotrimethylene-Trinitramine (RDX)",106,1771,16.5109034267913,2001
2006,"Cyclotrimethylene-Trinitramine (RDX)",118,1995,15.9675236806495,2001
2007,"Cyclotrimethylene-Trinitramine (RDX)",115,1896,15.818431911967,2001
2008,"Cyclotrimethylene-Trinitramine (RDX)",123,2270,15.4911838790932,2001
2009,"Cyclotrimethylene-Trinitramine (RDX)",122,2299,12.9100529100529,2001
2010,"Cyclotrimethylene-Trinitramine (RDX)",134,2528,13.1115459882583,2001
2011,"Cyclotrimethylene-Trinitramine (RDX)",135,2608,13.0560928433269,2001
2012,"Cyclotrimethylene-Trinitramine (RDX)",168,2476,13.3227597145123,2001
2013,"Cyclotrimethylene-Trinitramine (RDX)",172,2510,14.9825783972125,2001
2014,"Cyclotrimethylene-Trinitramine (RDX)",168,2605,12.8342245989305,2001
2015,"Cyclotrimethylene-Trinitramine (RDX)",173,2455,13.7738853503185,2001
2016,"Cyclotrimethylene-Trinitramine (RDX)",198,2740,13.6551724137931,2001
2017,"Cyclotrimethylene-Trinitramine (RDX)",201,2866,13.6920980926431,2001
2018,"Cyclotrimethylene-Trinitramine (RDX)",180,2908,12.8571428571429,2001
2019,"Cyclotrimethylene-Trinitramine (RDX)",154,3201,11.3569321533923,2001
2020,"Cyclotrimethylene-Trinitramine (RDX)",164,3139,11.0586648685098,2001
2021,"Cyclotrimethylene-Trinitramine (RDX)",130,3047,10.1167315175097,2001
2022,"Cyclotrimethylene-Trinitramine (RDX)",145,3178,10.1186322400558,2001
2001,"Pentaerythritol Tetranitrate (PETN)",20,1082,4.66200466200466,2001
2002,"Pentaerythritol Tetranitrate (PETN)",13,1121,2.98165137614679,2001
2003,"Pentaerythritol Tetranitrate (PETN)",21,1307,4.26829268292683,2001
2004,"Pentaerythritol Tetranitrate (PETN)",20,1613,3.75234521575985,2001
2005,"Pentaerythritol Tetranitrate (PETN)",28,1771,4.3613707165109,2001
2006,"Pentaerythritol Tetranitrate (PETN)",37,1995,5.00676589986468,2001
2007,"Pentaerythritol Tetranitrate (PETN)",35,1896,4.81430536451169,2001
2008,"Pentaerythritol Tetranitrate (PETN)",42,2270,5.2896725440806,2001
2009,"Pentaerythritol Tetranitrate (PETN)",42,2299,4.44444444444444,2001
2010,"Pentaerythritol Tetranitrate (PETN)",68,2528,6.65362035225049,2001
2011,"Pentaerythritol Tetranitrate (PETN)",47,2608,4.54545454545455,2001
2012,"Pentaerythritol Tetranitrate (PETN)",72,2476,5.70975416336241,2001
2013,"Pentaerythritol Tetranitrate (PETN)",63,2510,5.48780487804878,2001
2014,"Pentaerythritol Tetranitrate (PETN)",66,2605,5.04201680672269,2001
2015,"Pentaerythritol Tetranitrate (PETN)",64,2455,5.09554140127389,2001
2016,"Pentaerythritol Tetranitrate (PETN)",74,2740,5.10344827586207,2001
2017,"Pentaerythritol Tetranitrate (PETN)",62,2866,4.22343324250681,2001
2018,"Pentaerythritol Tetranitrate (PETN)",65,2908,4.64285714285714,2001
2019,"Pentaerythritol Tetranitrate (PETN)",61,3201,4.49852507374631,2001
2020,"Pentaerythritol Tetranitrate (PETN)",70,3139,4.72016183412003,2001
2021,"Pentaerythritol Tetranitrate (PETN)",45,3047,3.50194552529183,2001
2022,"Pentaerythritol Tetranitrate (PETN)",52,3178,3.62875087229588,2001
2002,"Triacetone Triperoxide (TATP)",5,1121,1.14678899082569,2002
2003,"Triacetone Triperoxide (TATP)",3,1307,0.609756097560976,2002
2004,"Triacetone Triperoxide (TATP)",5,1613,0.938086303939963,2002
2005,"Triacetone Triperoxide (TATP)",8,1771,1.24610591900312,2002
2006,"Triacetone Triperoxide (TATP)",18,1995,2.43572395128552,2002
2007,"Triacetone Triperoxide (TATP)",12,1896,1.65061898211829,2002
2008,"Triacetone Triperoxide (TATP)",19,2270,2.39294710327456,2002
2009,"Triacetone Triperoxide (TATP)",20,2299,2.11640211640212,2002
2010,"Triacetone Triperoxide (TATP)",22,2528,2.15264187866928,2002
2011,"Triacetone Triperoxide (TATP)",21,2608,2.03094777562863,2002
2012,"Triacetone Triperoxide (TATP)",26,2476,2.06185567010309,2002
2013,"Triacetone Triperoxide (TATP)",20,2510,1.74216027874564,2002
2014,"Triacetone Triperoxide (TATP)",19,2605,1.4514896867838,2002
2015,"Triacetone Triperoxide (TATP)",22,2455,1.7515923566879,2002
2016,"Triacetone Triperoxide (TATP)",16,2740,1.10344827586207,2002
2017,"Triacetone Triperoxide (TATP)",12,2866,0.817438692098093,2002
2018,"Triacetone Triperoxide (TATP)",14,2908,1,2002
2019,"Triacetone Triperoxide (TATP)",18,3201,1.32743362831858,2002
2020,"Triacetone Triperoxide (TATP)",9,3139,0.606877950101146,2002
2021,"Triacetone Triperoxide (TATP)",15,3047,1.16731517509728,2002
2022,"Triacetone Triperoxide (TATP)",8,3178,0.558269364968597,2002
