Label,Lngx,Laty,Continent,ID
Waterloo USA,-92.35,42.49,Americas,Waterloo USA
Sofia Bulgaria,23.31,42.69,Europe,Sofia Bulgaria
Shelby USA,-83.03,42.67,Americas,Shelby USA
Altoona USA,-78.4,40.51,Americas,Altoona USA
Stamford UK,-0.49,52.66,Europe,Stamford UK
Schwerin Germany,11.4,53.63,Europe,Schwerin Germany
Danville USA,-121.97,37.81,Americas,Danville USA
Huaiyin China,119.03,33.58,Asia,Huaiyin China
Broome Australia,122.23,-17.96,Oceania,Broome Australia
Townsville Australia,146.78,-19.26,Oceania,Townsville Australia
Sumy Ukraine,34.78,50.92,Europe,Sumy Ukraine
Trencin Slovakia,18.05,48.9,Europe,Trencin Slovakia
Puchov Slovakia,18.32,49.12,Europe,Puchov Slovakia
Dijon France,5.03,47.33,Europe,Dijon France
Jamshedpur India,86.2,22.79,Asia,Jamshedpur India
Toulon France,5.92,43.13,Europe,Toulon France
Greenwood USA,-86.11,39.62,Americas,Greenwood USA
Uji Japan,135.8,34.9,Asia,Uji Japan
Chaoyang China,120.42,41.55,Asia,Chaoyang China
Cherkasy Ukraine,32.07,49.43,Europe,Cherkasy Ukraine
Fairfield USA,-122.04,38.25,Americas,Fairfield USA
Rende Italy,16.18,39.34,Europe,Rende Italy
Meridian USA,-116.4,43.61,Americas,Meridian USA
Lincoln UK,-0.55,53.25,Europe,Lincoln UK
Cartagena Spain,-0.98,37.61,Europe,Cartagena Spain
Ruse Bulgaria,25.98,43.85,Europe,Ruse Bulgaria
Obninsk Russia,36.61,55.1,Europe,Obninsk Russia
Kaluga Russia,36.27,54.54,Europe,Kaluga Russia
Pau France,-0.39,43.3,Europe,Pau France
Espoo Finland,24.66,60.21,Europe,Espoo Finland
Tomar Portugal,-8.41,39.6,Europe,Tomar Portugal
Okazaki Japan,137.16,34.96,Asia,Okazaki Japan
Sinop Turkey,35.15,42.03,Asia,Sinop Turkey
Pisa Italy,10.4,43.72,Europe,Pisa Italy
Thanjavur India,79.13,10.79,Asia,Thanjavur India
Neyshabur Iran,58.82,36.22,Asia,Neyshabur Iran
Kannur India,75.35,11.86,Asia,Kannur India
Dharmapuri India,78.16,12.13,Asia,Dharmapuri India
Valparaiso Chile,-71.64,-33.04,Americas,Valparaiso Chile
Kent USA,-122.24,47.39,Americas,Kent USA
Bayonne France,-1.48,43.5,Europe,Bayonne France
Bayonne USA,-74.11,40.66,Americas,Bayonne USA
Beibei China,106.44,29.83,Asia,Beibei China
Newton USA,-71.21,42.33,Americas,Newton USA
Aizuwakamatsu Japan,139.93,37.49,Asia,Aizuwakamatsu Japan
Tangshan China,118.19,39.62,Asia,Tangshan China
Akita Japan,140.11,39.71,Asia,Akita Japan
Armagh UK,-6.67,54.35,Europe,Armagh UK
Toyama Japan,137.22,36.7,Asia,Toyama Japan
Newtownabbey UK,-5.87,54.67,Europe,Newtownabbey UK
Kastamonu Turkey,33.78,41.39,Asia,Kastamonu Turkey
Vilnius Lithuania,25.27,54.7,Europe,Vilnius Lithuania
Ales France,4.08,44.13,Europe,Ales France
Greenville USA,-82.37,34.84,Americas,Greenville USA
Utrecht Netherlands,5.11,52.1,Europe,Utrecht Netherlands
Keelung Taiwan,121.73,25.13,Asia,Keelung Taiwan
Higashihiroshima Japan,132.72,34.44,Asia,Higashihiroshima Japan
Kochi Japan,133.54,33.56,Asia,Kochi Japan
Waterloo Belgium,4.38,50.72,Europe,Waterloo Belgium
Hekou China,118.53,37.55,Asia,Hekou China
Titusville USA,-80.82,28.59,Americas,Titusville USA
Colchester UK,0.9,51.88,Europe,Colchester UK
Highland USA,-117.19,34.12,Americas,Highland USA
Bankura India,87.07,23.24,Asia,Bankura India
Jalgaon India,75.56,21.01,Asia,Jalgaon India
Ronneby Sweden,15.28,56.21,Europe,Ronneby Sweden
Liuzhou China,109.25,24.28,Asia,Liuzhou China
Tsuruga Japan,136.07,35.65,Asia,Tsuruga Japan
Weifang China,119.1,36.72,Asia,Weifang China
Zhumadian China,114.05,32.97,Asia,Zhumadian China
Warangal India,79.58,18.01,Asia,Warangal India
Palma Spain,2.65,39.57,Europe,Palma Spain
Jinhua China,119.65,29.12,Asia,Jinhua China
Vaniyambadi India,78.6,12.69,Asia,Vaniyambadi India
Antrim UK,-6.23,54.72,Europe,Antrim UK
Raipur India,81.63,21.24,Asia,Raipur India
Mission USA,-98.32,26.21,Americas,Mission USA
Poznan Poland,16.9,52.4,Europe,Poznan Poland
Thiruvananthapuram India,76.95,8.51,Asia,Thiruvananthapuram India
Thessaloniki Greece,22.94,40.64,Europe,Thessaloniki Greece
Bhusawal India,75.78,21.05,Asia,Bhusawal India
Vigo Spain,-8.71,42.22,Europe,Vigo Spain
Bobigny France,2.44,48.91,Europe,Bobigny France
Limeira Brazil,-47.4,-22.55,Americas,Limeira Brazil
Patiala India,76.39,30.32,Asia,Patiala India
Karachi Pakistan,67.01,24.86,Asia,Karachi Pakistan
Mingguang China,117.98,32.77,Asia,Mingguang China
Kumla Sweden,15.13,59.13,Europe,Kumla Sweden
Lodz Poland,19.46,51.77,Europe,Lodz Poland
Jinzhou China,121.71,39.1,Asia,Jinzhou China
Chenzhou China,113.03,25.8,Asia,Chenzhou China
Tucuman Argentina,-65.22,-26.83,Americas,Tucuman Argentina
Bridgewater USA,-70.97,41.99,Americas,Bridgewater USA
Bridgewater Canada,-64.52,44.38,Americas,Bridgewater Canada
Murray USA,-111.89,40.65,Americas,Murray USA
Erdenet Mongolia,104.08,49.03,Asia,Erdenet Mongolia
Xianyang China,108.7,34.37,Asia,Xianyang China
Guayaquil Ecuador,-79.9,-2.21,Americas,Guayaquil Ecuador
Thornton USA,-104.96,39.89,Americas,Thornton USA
Sehore India,77.08,23.2,Asia,Sehore India
Ichikawa Japan,139.93,35.72,Asia,Ichikawa Japan
Allen USA,-96.67,33.11,Americas,Allen USA
Galway Ireland,-9.06,53.28,Europe,Galway Ireland
Moore USA,-97.47,35.33,Americas,Moore USA
Oviedo Spain,-5.83,43.35,Europe,Oviedo Spain
Manresa Spain,1.81,41.74,Europe,Manresa Spain
Osijek Croatia,18.68,45.55,Europe,Osijek Croatia
Jingzhou China,112.18,30.35,Asia,Jingzhou China
Nishinomiya Japan,135.34,34.73,Asia,Nishinomiya Japan
Ako Japan,134.39,34.75,Asia,Ako Japan
Fukuyama Japan,133.37,34.5,Asia,Fukuyama Japan
Naucalpan Mexico,-99.23,19.48,Americas,Naucalpan Mexico
Queretaro Mexico,-100.4,20.59,Americas,Queretaro Mexico
Lavras Brazil,-45.01,-21.25,Americas,Lavras Brazil
Pantelimon Romania,26.2,44.45,Europe,Pantelimon Romania
Quanzhou China,118.58,24.9,Asia,Quanzhou China
Guadalajara Mexico,-103.35,20.67,Americas,Guadalajara Mexico
Weinan China,109.5,34.5,Asia,Weinan China
Vladivostok Russia,131.9,43.13,Europe,Vladivostok Russia
Zabrze Poland,18.78,50.3,Europe,Zabrze Poland
Guyancourt France,2.06,48.77,Europe,Guyancourt France
Groningen Netherlands,6.57,53.23,Europe,Groningen Netherlands
Annandale USA,-77.21,38.83,Americas,Annandale USA
Jakarta Indonesia,106.83,-6.18,Asia,Jakarta Indonesia
Kingsport USA,-82.56,36.53,Americas,Kingsport USA
Avadi India,80.11,13.12,Asia,Avadi India
Vantaa Finland,25.04,60.29,Europe,Vantaa Finland
Karlstad Sweden,13.51,59.38,Europe,Karlstad Sweden
Verona Italy,10.99,45.44,Europe,Verona Italy
Wroclaw Poland,17.03,51.11,Europe,Wroclaw Poland
Czestochowa Poland,19.13,50.81,Europe,Czestochowa Poland
Fontenay-aux-Roses France,2.28,48.78,Europe,Fontenay-aux-Roses France
Naples Italy,14.27,40.85,Europe,Naples Italy
Kendall USA,-80.34,25.67,Americas,Kendall USA
Jiuquan China,98.51,39.75,Asia,Jiuquan China
Jinxi China,120.83,40.75,Asia,Jinxi China
Sandy USA,-111.85,40.57,Americas,Sandy USA
Rzeszow Poland,22,50.05,Europe,Rzeszow Poland
Kaiserslautern Germany,7.75,49.45,Europe,Kaiserslautern Germany
Rijeka Croatia,14.44,45.33,Europe,Rijeka Croatia
Qom Iran,50.95,34.65,Asia,Qom Iran
Meizhou China,116.12,24.33,Asia,Meizhou China
Larisa Greece,22.42,39.64,Europe,Larisa Greece
Kragujevac Serbia,20.92,44.02,Europe,Kragujevac Serbia
Guntur India,80.44,16.31,Asia,Guntur India
Harlow UK,0.11,51.78,Europe,Harlow UK
Brownsburg Canada,-74.4,45.68,Americas,Brownsburg Canada
Handan China,114.48,36.58,Asia,Handan China
Azamgarh India,83.18,26.07,Asia,Azamgarh India
Zaozhuang China,117.57,34.88,Asia,Zaozhuang China
Guna India,77.3,24.65,Asia,Guna India
Ludhiana India,75.84,30.91,Asia,Ludhiana India
Bethlehem USA,-75.37,40.63,Americas,Bethlehem USA
Tashtagol Russia,87.88,52.78,Europe,Tashtagol Russia
Miskolc Hungary,20.79,48.1,Europe,Miskolc Hungary
Manisa Turkey,27.43,38.63,Asia,Manisa Turkey
Skokie USA,-87.74,42.04,Americas,Skokie USA
Canton USA,-81.37,40.81,Americas,Canton USA
Hoshiarpur India,75.91,31.53,Asia,Hoshiarpur India
Toyonaka Japan,135.48,34.78,Asia,Toyonaka Japan
Ioannina Greece,20.85,39.67,Europe,Ioannina Greece
Tetouan Morocco,-5.37,35.58,Africa,Tetouan Morocco
Mitaka Japan,139.57,35.68,Asia,Mitaka Japan
Bedford Canada,-72.98,45.12,Americas,Bedford Canada
Cittadella Italy,11.77,45.65,Europe,Cittadella Italy
Monserrato Italy,9.13,39.26,Europe,Monserrato Italy
Taastrup Denmark,12.32,55.65,Europe,Taastrup Denmark
Izhevsk Russia,53.23,56.85,Europe,Izhevsk Russia
Zaria Nigeria,7.71,11.08,Africa,Zaria Nigeria
Sevilla Spain,-5.98,37.4,Europe,Sevilla Spain
Curitiba Brazil,-49.29,-25.42,Americas,Curitiba Brazil
Mucuri Brazil,-39.57,-18.08,Americas,Mucuri Brazil
Diamantina Brazil,-43.61,-18.24,Americas,Diamantina Brazil
Sinop Brazil,-55.46,-11.85,Americas,Sinop Brazil
Cherepovets Russia,37.9,59.13,Europe,Cherepovets Russia
Kirovsk Russia,31,59.87,Europe,Kirovsk Russia
Fernandez Mexico,-100,21.95,Americas,Fernandez Mexico
Laguna USA,-121.42,38.42,Americas,Laguna USA
Santiago Mexico,-100.14,25.41,Americas,Santiago Mexico
Nice France,7.27,43.7,Europe,Nice France
Bydgoszcz Poland,18.01,53.12,Europe,Bydgoszcz Poland
Chita Russia,113.46,52.05,Europe,Chita Russia
Datong China,113.3,40.08,Asia,Datong China
Wilhelmshaven Germany,8.11,53.54,Europe,Wilhelmshaven Germany
Richmond Canada,-72.15,45.67,Americas,Richmond Canada
Richmond USA,-122.36,37.95,Americas,Richmond USA
Forest Canada,-82,43.1,Americas,Forest Canada
Ogden USA,-111.97,41.23,Americas,Ogden USA
Bethesda USA,-77.12,38.99,Americas,Bethesda USA
Georgetown USA,-97.69,30.65,Americas,Georgetown USA
Kawai Japan,135.73,34.57,Asia,Kawai Japan
Ogaki Japan,136.61,35.37,Asia,Ogaki Japan
Gifu Japan,136.76,35.42,Asia,Gifu Japan
Cheboksary Russia,47.25,56.13,Europe,Cheboksary Russia
Youssoufia Morocco,-8.53,32.26,Africa,Youssoufia Morocco
Taian China,117.12,36.2,Asia,Taian China
Qujing China,103.78,25.48,Asia,Qujing China
Bootle UK,-3.01,53.47,Europe,Bootle UK
Kremenchuk Ukraine,33.42,49.07,Europe,Kremenchuk Ukraine
Freeport USA,-73.58,40.65,Americas,Freeport USA
Sayama Japan,139.4,35.87,Asia,Sayama Japan
Saga Japan,130.3,33.25,Asia,Saga Japan
Riga Latvia,24.13,56.97,Europe,Riga Latvia
Jelgava Latvia,23.71,56.65,Europe,Jelgava Latvia
Pitesti Romania,24.87,44.86,Europe,Pitesti Romania
Cadiz Spain,-6.29,36.53,Europe,Cadiz Spain
Parker USA,-104.76,39.51,Americas,Parker USA
Arvada USA,-105.11,39.82,Americas,Arvada USA
Milpitas USA,-121.89,37.43,Americas,Milpitas USA
Pocatello USA,-112.47,42.88,Americas,Pocatello USA
Hawthorne USA,-118.35,33.91,Americas,Hawthorne USA
Jodhpur India,73.02,26.29,Asia,Jodhpur India
Gembloux Belgium,4.68,50.57,Europe,Gembloux Belgium
Tachikawa Japan,139.41,35.7,Asia,Tachikawa Japan
Paulista Brazil,-34.91,-7.9,Americas,Paulista Brazil
Zhuzhou China,113.15,27.83,Asia,Zhuzhou China
Ub Serbia,20.07,44.46,Europe,Ub Serbia
Abadan Iran,48.28,30.33,Asia,Abadan Iran
Yangquan China,113.57,37.87,Asia,Yangquan China
Horten Norway,10.47,59.42,Europe,Horten Norway
Matsuyama Japan,132.77,33.84,Asia,Matsuyama Japan
Dongsheng China,109.99,39.81,Asia,Dongsheng China
Lanxi China,126.28,46.26,Asia,Lanxi China
Sudbury Canada,-81.01,46.49,Americas,Sudbury Canada
Mesa USA,-111.74,33.42,Americas,Mesa USA
Billerica USA,-71.26,42.56,Americas,Billerica USA
Granada Spain,-3.59,37.17,Europe,Granada Spain
Dornbirn Austria,9.74,47.42,Europe,Dornbirn Austria
Longyan China,117.03,25.18,Asia,Longyan China
Chesterfield UK,-1.42,53.25,Europe,Chesterfield UK
Navsari India,72.92,20.96,Asia,Navsari India
Yamanashi Japan,138.65,35.68,Asia,Yamanashi Japan
Kofu Japan,138.57,35.66,Asia,Kofu Japan
Asahi Japan,140.65,35.72,Asia,Asahi Japan
Oita Japan,131.6,33.24,Asia,Oita Japan
Tokai Japan,136.89,35.03,Asia,Tokai Japan
Binghamton USA,-75.91,42.1,Americas,Binghamton USA
Sialkot Pakistan,74.55,32.52,Asia,Sialkot Pakistan
Hamilton Australia,142.02,-37.73,Oceania,Hamilton Australia
Chandrapur India,79.3,19.96,Asia,Chandrapur India
Ryazan Russia,39.74,54.62,Europe,Ryazan Russia
Saransk Russia,45.18,54.18,Europe,Saransk Russia
Pekan Malaysia,103.42,3.5,Asia,Pekan Malaysia
Sydney Canada,-60.17,46.15,Americas,Sydney Canada
Phuket Thailand,98.38,7.88,Asia,Phuket Thailand
Ploemeur France,-3.43,47.73,Europe,Ploemeur France
Billingham UK,-1.28,54.61,Europe,Billingham UK
Salvador Brazil,-38.5,-12.97,Americas,Salvador Brazil
Kristiansand Norway,7.99,58.15,Europe,Kristiansand Norway
Phoenix USA,-112.07,33.54,Americas,Phoenix USA
Roubaix France,3.17,50.69,Europe,Roubaix France
Versailles France,2.14,48.81,Europe,Versailles France
Davos Switzerland,9.82,46.81,Europe,Davos Switzerland
Rajshahi Bangladesh,88.59,24.37,Asia,Rajshahi Bangladesh
Roskilde Denmark,12.09,55.65,Europe,Roskilde Denmark
Gaziantep Turkey,37.39,37.07,Asia,Gaziantep Turkey
Forst Germany,14.63,51.74,Europe,Forst Germany
Schrobenhausen Germany,11.26,48.57,Europe,Schrobenhausen Germany
Ottobrunn Germany,11.67,48.07,Europe,Ottobrunn Germany
Nankoku Japan,133.64,33.58,Asia,Nankoku Japan
Saskatoon Canada,-106.66,52.15,Americas,Saskatoon Canada
Hastings Canada,-77.95,44.3,Americas,Hastings Canada
Cranbrook Canada,-115.77,49.51,Americas,Cranbrook Canada
Sparwood Canada,-114.87,49.77,Americas,Sparwood Canada
Kumasi Ghana,-1.63,6.69,Africa,Kumasi Ghana
Stockton USA,-121.31,37.97,Americas,Stockton USA
Baicheng China,122.82,45.62,Asia,Baicheng China
Izmir Turkey,27.15,38.43,Asia,Izmir Turkey
Rosyth UK,-3.43,56.03,Europe,Rosyth UK
Dunfermline UK,-3.46,56.07,Europe,Dunfermline UK
Farnborough UK,-0.76,51.3,Europe,Farnborough UK
Aalst Belgium,4.03,50.93,Europe,Aalst Belgium
Bonab Iran,46.05,37.33,Asia,Bonab Iran
Khoy Iran,44.97,38.53,Asia,Khoy Iran
Bialystok Poland,23.16,53.14,Europe,Bialystok Poland
Jimma Ethiopia,36.83,7.68,Africa,Jimma Ethiopia
Jardim Brazil,-56.15,-21.48,Americas,Jardim Brazil
Chunan Taiwan,120.92,24.7,Asia,Chunan Taiwan
Esfahan Iran,51.68,32.68,Asia,Esfahan Iran
Calcutta India,88.36,22.57,Asia,Calcutta India
Milford USA,-73.06,41.23,Americas,Milford USA
Tsu Japan,136.51,34.72,Asia,Tsu Japan
Shimonoseki Japan,130.94,33.96,Asia,Shimonoseki Japan
Hitachinaka Japan,140.52,36.4,Asia,Hitachinaka Japan
Fribourg Switzerland,7.14,46.81,Europe,Fribourg Switzerland
Tashkent Uzbekistan,69.3,41.31,Asia,Tashkent Uzbekistan
Shinichi Japan,133.27,34.56,Asia,Shinichi Japan
Karsa Estonia,27.08,58.19,Europe,Karsa Estonia
Tartu Estonia,26.71,58.38,Europe,Tartu Estonia
Kanazawa Japan,136.64,36.56,Asia,Kanazawa Japan
Kumatori Japan,135.37,34.41,Asia,Kumatori Japan
London Canada,-81.24,42.97,Americas,London Canada
Sunbury UK,-0.42,51.42,Europe,Sunbury UK
Plymouth UK,-4.16,50.38,Europe,Plymouth UK
Sussex Canada,-65.52,45.72,Americas,Sussex Canada
Rennes France,-1.68,48.11,Europe,Rennes France
Lannion France,-3.47,48.75,Europe,Lannion France
Toyota Japan,137.16,35.09,Asia,Toyota Japan
Nantong China,120.82,32.02,Asia,Nantong China
Anand India,72.95,22.56,Asia,Anand India
Oldenburg Germany,8.21,53.15,Europe,Oldenburg Germany
Aberystwyth UK,-4.09,52.42,Europe,Aberystwyth UK
Plano USA,-96.75,33.05,Americas,Plano USA
Wilson USA,-77.92,35.73,Americas,Wilson USA
Jagdalpur India,82.03,19.09,Asia,Jagdalpur India
Kokubunji Japan,139.48,35.7,Asia,Kokubunji Japan
Dongfeng China,125.52,42.67,Asia,Dongfeng China
Southfield USA,-83.26,42.48,Americas,Southfield USA
Bend USA,-121.31,44.07,Americas,Bend USA
Dnipropetrovs'k Ukraine,34.98,48.45,Europe,Dnipropetrovs'k Ukraine
Ulaanbaatar Mongolia,106.91,47.93,Asia,Ulaanbaatar Mongolia
Harstad Norway,16.52,68.81,Europe,Harstad Norway
Xanthi Greece,24.88,41.14,Europe,Xanthi Greece
Ware UK,-0.03,51.8,Europe,Ware UK
Winterthur Switzerland,8.72,47.51,Europe,Winterthur Switzerland
Selcuk Turkey,27.35,37.96,Asia,Selcuk Turkey
Konya Turkey,32.48,37.88,Asia,Konya Turkey
Windsor Canada,-83.03,42.3,Americas,Windsor Canada
Durham Canada,-80.82,44.18,Americas,Durham Canada
Luzhou China,105.38,28.88,Asia,Luzhou China
Hiratsuka Japan,139.35,35.33,Asia,Hiratsuka Japan
Pensacola USA,-87.19,30.44,Americas,Pensacola USA
Szczecin Poland,14.53,53.43,Europe,Szczecin Poland
Vizianagaram India,83.4,18.12,Asia,Vizianagaram India
Bhandara India,79.65,21.18,Asia,Bhandara India
Vinci Italy,10.91,43.79,Europe,Vinci Italy
Wilkes-Barre USA,-75.88,41.25,Americas,Wilkes-Barre USA
Brussels Canada,-81.25,43.75,Americas,Brussels Canada
Tarragona Spain,1.24,41.12,Europe,Tarragona Spain
Yaounde Cameroon,11.52,3.87,Africa,Yaounde Cameroon
Hole Norway,6,58.88,Europe,Hole Norway
Colleferro Italy,12.98,41.74,Europe,Colleferro Italy
Dzerzhinsk Russia,43.46,56.24,Europe,Dzerzhinsk Russia
Bor Russia,44.09,56.35,Europe,Bor Russia
Bibai Japan,141.86,43.33,Asia,Bibai Japan
Freiberg Germany,9.2,48.94,Europe,Freiberg Germany
Tokorozawa Japan,139.47,35.8,Asia,Tokorozawa Japan
Tula Russia,37.61,54.2,Europe,Tula Russia
Namur Belgium,4.87,50.47,Europe,Namur Belgium
Nonthaburi Thailand,100.18,13.8,Asia,Nonthaburi Thailand
Maribor Slovenia,15.64,46.55,Europe,Maribor Slovenia
Duluth USA,-92.12,46.78,Americas,Duluth USA
Quito Ecuador,-78.5,-0.19,Americas,Quito Ecuador
Alexandria Egypt,29.95,31.22,Africa,Alexandria Egypt
Utsunomiya Japan,139.89,36.56,Asia,Utsunomiya Japan
Targoviste Romania,25.45,44.95,Europe,Targoviste Romania
Semarang Indonesia,110.42,-6.97,Asia,Semarang Indonesia
Pati Indonesia,111.04,-6.75,Asia,Pati Indonesia
Peterborough Canada,-78.34,44.3,Americas,Peterborough Canada
Casablanca Morocco,-7.62,33.6,Africa,Casablanca Morocco
Eskilstuna Sweden,16.51,59.37,Europe,Eskilstuna Sweden
Kiruna Sweden,20.22,67.86,Europe,Kiruna Sweden
Wellington USA,-80.25,26.66,Americas,Wellington USA
Ayodhya India,82.2,26.8,Asia,Ayodhya India
Tracy USA,-121.43,37.74,Americas,Tracy USA
Moskovskiy Russia,37.36,55.6,Europe,Moskovskiy Russia
Vaasa Finland,21.61,63.1,Europe,Vaasa Finland
Gilgit Pakistan,74.29,35.92,Asia,Gilgit Pakistan
Kaliningrad Russia,20.5,54.71,Europe,Kaliningrad Russia
Aix-en-Provence France,5.44,43.53,Europe,Aix-en-Provence France
Harrisburg USA,-76.88,40.28,Americas,Harrisburg USA
Jiujiang China,115.98,29.73,Asia,Jiujiang China
Yueyang China,113.1,29.38,Asia,Yueyang China
Tirupati India,79.41,13.63,Asia,Tirupati India
Holyoke USA,-72.64,42.21,Americas,Holyoke USA
Ambala India,76.77,30.38,Asia,Ambala India
Hisar India,75.72,29.16,Asia,Hisar India
Malden USA,-71.06,42.43,Americas,Malden USA
Rawalpindi Pakistan,73.04,33.6,Asia,Rawalpindi Pakistan
Weil Germany,7.6,47.59,Europe,Weil Germany
Whittier USA,-118.02,33.97,Americas,Whittier USA
Padang Indonesia,100.35,-0.95,Asia,Padang Indonesia
Antananarivo Madagascar,47.51,-18.89,Africa,Antananarivo Madagascar
Paderborn Germany,8.74,51.72,Europe,Paderborn Germany
Frederick USA,-77.42,39.43,Americas,Frederick USA
Lakewood USA,-105.11,39.7,Americas,Lakewood USA
Deyang China,104.4,31.13,Asia,Deyang China
Greensboro USA,-79.83,36.08,Americas,Greensboro USA
Perm Russia,56.25,58,Europe,Perm Russia
Rohtak India,76.58,28.9,Asia,Rohtak India
Hollywood USA,-80.16,26.03,Americas,Hollywood USA
Weimar Germany,11.32,50.99,Europe,Weimar Germany
Mendoza Argentina,-68.83,-32.89,Americas,Mendoza Argentina
Gurgaon India,77.01,28.47,Asia,Gurgaon India
Ghedi Italy,10.24,45.42,Europe,Ghedi Italy
Glenrothes UK,-3.16,56.2,Europe,Glenrothes UK
Jesenice Slovenia,14.04,46.44,Europe,Jesenice Slovenia
Ravne Slovenia,15.04,46.39,Europe,Ravne Slovenia
Pingdingshan China,113.3,33.73,Asia,Pingdingshan China
Preston UK,-2.73,53.76,Europe,Preston UK
Chuzhou China,118.3,32.3,Asia,Chuzhou China
Jinchang China,102.17,38.47,Asia,Jinchang China
Belgorod Russia,36.59,50.61,Europe,Belgorod Russia
Yiyang China,112.33,28.6,Asia,Yiyang China
Luqiao China,121.38,28.58,Asia,Luqiao China
Ballarat Australia,143.84,-37.56,Oceania,Ballarat Australia
Faisalabad Pakistan,73.11,31.41,Asia,Faisalabad Pakistan
Kathmandu Nepal,85.31,27.71,Asia,Kathmandu Nepal
Beihai China,109.1,21.48,Asia,Beihai China
Xianning China,114.22,29.88,Asia,Xianning China
Aurora USA,-88.29,41.77,Americas,Aurora USA
Albert France,2.65,50,Europe,Albert France
Ontario USA,-117.61,34.05,Americas,Ontario USA
Halle Germany,8.35,52.07,Europe,Halle Germany
Manaus Brazil,-60.02,-3.12,Americas,Manaus Brazil
Salem USA,-123.02,44.92,Americas,Salem USA
Volos Greece,22.95,39.37,Europe,Volos Greece
Hanzhong China,107.03,33.13,Asia,Hanzhong China
Brea USA,-117.87,33.92,Americas,Brea USA
Otsu Japan,135.87,35.01,Asia,Otsu Japan
Hikone Japan,136.24,35.27,Asia,Hikone Japan
Rheinbach Germany,6.95,50.63,Europe,Rheinbach Germany
Krefeld Germany,6.55,51.33,Europe,Krefeld Germany
Lusaka Zambia,28.29,-15.42,Africa,Lusaka Zambia
Minas Cuba,-77.62,21.49,Americas,Minas Cuba
Moa Cuba,-74.92,20.66,Americas,Moa Cuba
Balikesir Turkey,27.88,39.65,Asia,Balikesir Turkey
Spokane USA,-117.41,47.67,Americas,Spokane USA
Greeley USA,-104.74,40.42,Americas,Greeley USA
Fullerton USA,-117.93,33.88,Americas,Fullerton USA
Horia Romania,26.93,46.9,Europe,Horia Romania
Mississauga Canada,-79.65,43.6,Americas,Mississauga Canada
Eberbach Germany,8.99,49.48,Europe,Eberbach Germany
Linyi China,118.33,35.08,Asia,Linyi China
Tulsa USA,-95.92,36.13,Americas,Tulsa USA
Cusco Peru,-71.99,-13.52,Americas,Cusco Peru
Euclid USA,-81.52,41.59,Americas,Euclid USA
Split Croatia,16.45,43.51,Europe,Split Croatia
Erzurum Turkey,41.29,39.91,Asia,Erzurum Turkey
Hattiesburg USA,-89.31,31.31,Americas,Hattiesburg USA
Nalchik Russia,43.62,43.5,Europe,Nalchik Russia
Bletchley UK,-0.74,52,Europe,Bletchley UK
Singrauli India,82.27,23.84,Asia,Singrauli India
Hinton Canada,-117.58,53.4,Americas,Hinton Canada
Caracas Venezuela,-66.93,10.54,Americas,Caracas Venezuela
Pecs Hungary,18.22,46.08,Europe,Pecs Hungary
Chattanooga USA,-85.26,35.07,Americas,Chattanooga USA
Ruian China,120.59,27.85,Asia,Ruian China
Teramo Italy,13.7,42.67,Europe,Teramo Italy
Victoria USA,-96.98,28.82,Americas,Victoria USA
Abiko Japan,140.03,35.88,Asia,Abiko Japan
Anderson USA,-85.69,40.09,Americas,Anderson USA
Salzgitter Germany,10.33,52.17,Europe,Salzgitter Germany
Chofu Japan,139.55,35.65,Asia,Chofu Japan
Nanping China,118.17,26.63,Asia,Nanping China
Kasaragod India,74.98,12.5,Asia,Kasaragod India
Lisburn UK,-6.06,54.52,Europe,Lisburn UK
Parma USA,-81.73,41.38,Americas,Parma USA
Koganei Japan,139.52,35.72,Asia,Koganei Japan
Bedford USA,-97.13,32.85,Americas,Bedford USA
Sohag Egypt,31.69,26.55,Africa,Sohag Egypt
Nashville USA,-86.78,36.17,Americas,Nashville USA
Colombo Brazil,-49.24,-25.29,Americas,Colombo Brazil
Morioka Japan,141.15,39.7,Asia,Morioka Japan
Ueda Japan,138.25,36.4,Asia,Ueda Japan
Oyama Japan,139.8,36.32,Asia,Oyama Japan
Winchester UK,-1.33,51.07,Europe,Winchester UK
Cento Italy,11.27,44.74,Europe,Cento Italy
Hammond USA,-87.49,41.62,Americas,Hammond USA
Nantes France,-1.57,47.23,Europe,Nantes France
Pali India,73.32,25.79,Asia,Pali India
Abeokuta Nigeria,3.35,7.16,Africa,Abeokuta Nigeria
Abay Kazakhstan,72.86,49.65,Asia,Abay Kazakhstan
Taraz Kazakhstan,71.37,42.9,Asia,Taraz Kazakhstan
Tole Kazakhstan,74.32,52.68,Asia,Tole Kazakhstan
Buea Cameroon,9.23,4.16,Africa,Buea Cameroon
Douala Cameroon,9.71,4.06,Africa,Douala Cameroon
Sagar India,78.75,23.85,Asia,Sagar India
Murcia Spain,-1.13,37.98,Europe,Murcia Spain
Gumma Japan,138.99,36.39,Asia,Gumma Japan
Zhanjiang China,110.38,21.2,Asia,Zhanjiang China
Munster Germany,10.08,53,Europe,Munster Germany
Pingtung Taiwan,120.48,22.68,Asia,Pingtung Taiwan
Waalwijk Netherlands,5.07,51.7,Europe,Waalwijk Netherlands
Kalyani India,88.48,22.98,Asia,Kalyani India
Blois France,1.32,47.59,Europe,Blois France
Giresun Turkey,38.39,40.92,Asia,Giresun Turkey
